Characteristics ,Code,Text
demo_2018,DP05_0066PM,Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native
demo_2018,DP05_0067E,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian
demo_2018,DP05_0067M,Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Asian
demo_2018,DP05_0067PE,Percent Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian
demo_2018,DP05_0067PM,Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Asian
demo_2018,DP05_0068E,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander
demo_2018,DP05_0068M,Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander
demo_2018,DP05_0068PE,Percent Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander
demo_2018,DP05_0068PM,Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander
demo_2018,DP05_0069E,Estimate!!Race alone or in combination with one or more other races!!Total population!!Some other race
demo_2018,DP05_0069M,Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Some other race
demo_2018,DP05_0069PE,Percent Estimate!!Race alone or in combination with one or more other races!!Total population!!Some other race
demo_2018,DP05_0069PM,Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Some other race
demo_2018,DP05_0070E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population
demo_2018,DP05_0070M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population
demo_2018,DP05_0070PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population
demo_2018,DP05_0070PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population
demo_2018,DP05_0071E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)
demo_2018,DP05_0071M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)
demo_2018,DP05_0071PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)
demo_2018,DP05_0071PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)
demo_2018,DP05_0072E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican
demo_2018,DP05_0072M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican
demo_2018,DP05_0072PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican
demo_2018,DP05_0072PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican
demo_2018,DP05_0073E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican
demo_2018,DP05_0073M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican
demo_2018,DP05_0073PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican
demo_2018,DP05_0073PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican
demo_2018,DP05_0074E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban
demo_2018,DP05_0074M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban
demo_2018,DP05_0074PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban
demo_2018,DP05_0074PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban
demo_2018,DP05_0075E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
demo_2018,DP05_0075M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
demo_2018,DP05_0075PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
demo_2018,DP05_0075PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino
demo_2018,DP05_0076E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino
demo_2018,DP05_0076M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino
demo_2018,DP05_0076PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino
demo_2018,DP05_0076PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino
demo_2018,DP05_0077E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone
demo_2018,DP05_0077M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone
demo_2018,DP05_0077PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone
demo_2018,DP05_0077PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone
demo_2018,DP05_0078E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone
demo_2018,DP05_0078M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone
demo_2018,DP05_0078PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone
demo_2018,DP05_0078PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone
demo_2018,DP05_0079E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone
demo_2018,DP05_0079M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone
demo_2018,DP05_0079PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone
demo_2018,DP05_0079PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone
demo_2018,DP05_0080E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone
demo_2018,DP05_0080M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone
demo_2018,DP05_0080PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone
demo_2018,DP05_0080PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone
demo_2018,DP05_0081E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone
demo_2018,DP05_0081M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone
demo_2018,DP05_0081PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone
demo_2018,DP05_0081PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone
demo_2018,DP05_0082E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone
demo_2018,DP05_0082M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone
demo_2018,DP05_0082PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone
demo_2018,DP05_0082PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone
demo_2018,DP05_0083E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races
demo_2018,DP05_0083M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races
demo_2018,DP05_0083PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races
demo_2018,DP05_0083PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races
demo_2018,DP05_0084E,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race
demo_2018,DP05_0084M,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race
demo_2018,DP05_0084PE,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race
demo_2018,DP05_0084PM,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race
demo_2018,DP05_0085E,"Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
demo_2018,DP05_0085M,"Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
demo_2018,DP05_0085PE,"Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
demo_2018,DP05_0085PM,"Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
demo_2018,DP05_0086E,Estimate!!Total housing units
demo_2018,DP05_0086M,Margin of Error!!Total housing units
demo_2018,DP05_0086PE,Percent Estimate!!Total housing units
demo_2018,DP05_0086PM,Percent Margin of Error!!Total housing units
demo_2018,DP05_0087E,"Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
demo_2018,DP05_0087M,"Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
demo_2018,DP05_0087PE,"Percent Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
demo_2018,DP05_0087PM,"Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
demo_2018,DP05_0088E,"Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
demo_2018,DP05_0088M,"Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
demo_2018,DP05_0088PE,"Percent Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
demo_2018,DP05_0088PM,"Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
demo_2018,DP05_0089E,"Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
demo_2018,DP05_0089M,"Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
demo_2018,DP05_0089PE,"Percent Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
demo_2018,DP05_0089PM,"Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
